random_state,r2_global,rmse_global,mae_global,nematode_shannon_z_r2,macro_shannon_z_r2,earthworm_shannon_z_r2,orib_shannon_z_r2,meso_shannon_z_r2,coll_shannon_z_r2,bac_shannon_z_r2,fun_shannon_z_r2,euk_shannon_z_r2,oomy_shannon_z_r2,cerc_shannon_z_r2,macro_order_richness_z_r2,earthworm_richness_z_r2,orib_species_richness_z_r2,meso_species_richness_z_r2,coll_species_richness_z_r2,bac_asv_richness_z_r2,fun_asv_richness_z_r2,euk_asv_richness_z_r2,oomy_asv_richness_z_r2,cerc_asv_richness_z_r2
0,0.0959225892516273,0.9202101765536159,0.704053175020344,0.15623501310033516,0.20481851880693647,0.40420790288515407,0.16524388494664854,-0.1153899110592238,-0.1896632906077349,0.03159958104681626,-0.02065026973783013,0.14346731347447095,0.12239245923713726,-0.005783411966553853,0.2635434012057323,0.44387576933273765,0.23336379481199943,-0.024140341636469387,-0.2958705081563344,0.0003530197222664233,-0.0022367660863913397,0.18321367912909525,0.19250574198957715,0.12328879384580427
1,0.09938551444439654,0.9191599808968274,0.7025311862377375,0.15970415514443215,0.20831388818050978,0.4147152225781622,0.16779895180156124,-0.11598886260535624,-0.1732568749865866,0.0384290856148618,-0.0233352202244137,0.13873522004881167,0.12162196627711686,-0.005170148349492365,0.26990689022030856,0.4525485025355098,0.23710822173800816,-0.018911612945246903,-0.26048177016196794,0.006666508027508344,-0.0018768388678400694,0.17362288918864976,0.18550427028814043,0.1114413598296502
2,0.09006120119227264,0.9223015849429299,0.7048089838684868,0.13786156414185868,0.19608971708706813,0.4173470171705518,0.17323376830529857,-0.13906633174059335,-0.2039005508547358,0.008865408847194556,-0.019068410022834437,0.13397614604722385,0.13357775472339384,-0.008689100263466143,0.24599600238611696,0.4529309762356406,0.24060148478701893,-0.03765027545442745,-0.32576267464867925,-0.009932631338564146,-0.0023918222013703527,0.17793629113907505,0.19959154652184852,0.1197393441701069
3,0.10098324300595614,0.9184394966732955,0.7020171979692902,0.15198159945106882,0.20801136720149282,0.4180462597439478,0.17558297459705163,-0.13165952839488204,-0.16377864191189606,0.03221906789356499,-0.014549049891153576,0.134721714026253,0.1320797721842668,-0.009373362233078053,0.26980956101158204,0.4501050028240837,0.24660165020036373,-0.0312937112956615,-0.2557772780912797,-0.0010980056757898815,-0.007816400421726932,0.19468121382542825,0.19642719399424624,0.12572670408719688
4,0.09410455842829757,0.9201134992012879,0.7030862614220502,0.14706591077564513,0.18961250967655874,0.42278814980299584,0.17059994142089263,-0.12057232255058681,-0.20813549750363558,0.027502956692086467,-0.016502450209019415,0.13395510373818675,0.13835641226369522,0.006415403077533077,0.24417163776147965,0.4548604864915754,0.24771980090371137,-0.02898685400947887,-0.32339740982510734,0.0007122234322848309,-0.0017002605172804497,0.18427873371188386,0.19137638566059734,0.11607486620023144
5,0.09093304161306764,0.9230257777070401,0.7055287282316035,0.15019327087158751,0.18832714763880498,0.40651268492546866,0.15964057421669253,-0.12755565859969997,-0.18375230888413996,0.01886683202918993,-0.00960541454649766,0.12340936316465245,0.12126917023824324,0.009278180889082277,0.23681583137245643,0.4498503406100255,0.22290564995529416,-0.029712695223652164,-0.292231477942277,0.0023117525660838467,-0.00814535864235344,0.17578044310464103,0.19162052872489,0.10381501740592813
6,0.09178351084667695,0.9218342232217872,0.7054241299356793,0.14215238701513988,0.1885415200719568,0.40423267445267663,0.17372469945726332,-0.1382437915535224,-0.1972811026538317,0.03290331285952475,-0.022137070733333264,0.13565386266476687,0.1319640495294836,-0.0075423921975337205,0.2433209118037294,0.4423582132633771,0.2447769366406446,-0.0399874512780547,-0.30214712873678984,0.0008837126505669701,-0.004502608276062636,0.18171075667373526,0.19371859388258916,0.12335364224389
7,0.09477290053233543,0.9204035125195734,0.7032854765662473,0.15805997220519818,0.21217005947287892,0.40792649651193025,0.16102462687125907,-0.1155424546049566,-0.19736546483234774,0.03655893322067039,-0.021490517604482395,0.1395883902647671,0.1308722574624469,-0.005835785127030535,0.2643872996963378,0.44822656817439643,0.22669148561649743,-0.023856441713063115,-0.3216712146904519,-0.000801812065523988,-0.007108278667304679,0.18858431895725325,0.19411277574326324,0.11569969628730614
8,0.09575411724653654,0.9203261511487533,0.7027245200819082,0.15188253687285336,0.20341072353753753,0.4088946684881415,0.16503320189489845,-0.11299459447790383,-0.19408845117178997,0.032639663358359994,-0.02378376383939651,0.14078104482759746,0.12529671600621128,-0.004016568183645486,0.26262099851662246,0.4406073632072456,0.22847957722931123,-0.019567848155294998,-0.2965843804050108,0.0023664789317298096,-0.008063497310132117,0.18543125684484774,0.1941729604645951,0.1283183755404893
9,0.09409366731817734,0.9201267714146825,0.7043381160345812,0.14662475677198028,0.17182685962035127,0.4223813767170447,0.1770541224506127,-0.12018754731652348,-0.201631969685943,0.03323929132691705,-0.020475847705126116,0.14123102054688041,0.1286188243445343,-0.002519530563710237,0.22652851249927775,0.4569914071864063,0.2475721530597379,-0.02029061886274941,-0.3240570268000136,0.011276517592945123,0.000880783754193537,0.19100766446280493,0.19162369770421095,0.11827256657789276
